cpu_usage,memory_usage,network_load
0.2502659074687301,13.087591672877668,57.9
0.4506760141485983,13.114124268848927,64.5
0.5131735401673296,13.114124268848927,57.9
0.6949661908972047,13.123904715378975,68.7
0.7897210905739769,13.13915218073864,57.9
0.6571535862100291,13.166938680111189,64.5
0.6635367761020632,13.207063588952408,51.3
0.657565130289953,13.205659217142966,64.5
0.6947487013210889,13.235201181277317,75.3
0.7639323731824703,13.2576711302284,51.3
1.2655848631165156,13.388829426003149,51.3
0.669796557160339,13.437029472748666,51.3
0.7451004946128137,13.48773732629676,57.9
0.6886621172356087,13.496966055330242,68.7
0.6385376236501088,13.50474025641823,64.5
1.3278216210132712,13.527210205369316,51.3
1.3911517733890548,13.505091349370591,51.3
0.9071004066015576,13.497116523738397,51.3
0.732302685064198,13.461957072366276,55.5
0.7389779560160292,13.416014051743076,38.1
0.7072666958052878,13.423136223062391,44.7
0.9086351672859224,13.460151451468422,71.1
1.0961478233626425,13.530821447165025,55.5
0.7324402154491025,13.557153418592078,71.1
0.7887323943708822,13.52480271083884,71.1
0.7198297445596324,13.529968792852149,64.5
0.6010894746496547,13.560915128795942,48.9
0.9765869538349676,13.507749624581322,51.3
0.8709818910312777,13.552589210211387,64.5
0.6574416129527378,13.577867902781358,57.9
0.8760951189857877,13.622707488411423,55.5
0.9397318631743872,13.585090386372778,57.9
0.6571535860652631,13.572751976904105,64.5
0.8083719764611175,13.5676862071629,57.9
1.2406792405434004,13.591109122698962,55.5
0.7946439744826108,13.56708433353028,51.3
0.6890503633752445,13.57460775393801,44.7
0.7955399649332549,13.608613614180944,57.9
0.707576706254585,13.633440901526452,55.5
0.9020860741564009,13.590507249066343,51.3
1.4228406667848643,13.620500618425158,57.9
0.6762256590527755,13.62682029156765,64.5
0.7449139279775352,13.62055077456121,68.7
0.7263164486564904,13.544313447762883,57.9
0.8261359368081997,13.590005687705828,44.7
0.7891275756309284,13.582432111162047,57.9
1.1956181534561665,13.63930916944448,62.1
0.6578123042512374,13.563523247870622,54.6
0.9018036071798008,13.564977775816116,51.3
0.7509856686619258,13.605604246017853,68.7
0.8896128304263726,13.6152843802758,51.3
0.7012710537093483,13.597077702889091,55.5
0.6451612903404538,13.593566773365486,44.7
0.8576436710340829,13.541605016416105,51.3
0.66357831479651,13.563372779462467,55.5
0.8576436708895727,13.583585702291233,57.9
1.5556391920602977,13.648287117797704,51.3
0.7450071996145056,13.6513967982329,68.7
0.6574416129527378,13.592262713828148,51.3
0.7387928875125311,13.616789064357343,71.1
0.6261740763934256,13.600538476276649,62.1
1.0331872261351125,13.623760767268507,57.9
1.3474555025753716,13.644926656682252,64.5
0.8895013781991707,13.647936024845343,55.5
0.7635976716354236,13.592312869964198,44.7
0.7767476822786676,13.609616736901977,64.5
0.7322110269271747,13.605905182834162,48.9
0.8263428071023355,13.637904797635038,57.9
1.1271133375356754,13.668600352898574,51.3
0.6386975577880918,13.67802970647626,75.3
0.7325319309772311,13.656412411838051,51.3
0.8701640164627804,13.606105807378368,51.3
0.6009765869313952,13.600638788548752,48.9
0.8327072377114888,13.615434848683954,51.3
1.0894746728389606,13.671910657877977,57.9
0.7507977225518516,13.638356202859502,62.1
0.8014024543114857,13.651296485960795,51.3
0.7448673009174911,13.60846314577279,44.7
0.6325150300652922,13.612575948929017,44.7
0.7891770011336376,13.627020916111857,48.9
1.2215748920533684,13.653252575266803,51.3
0.6446363748882362,13.656412411838051,51.3
0.7205513785321784,13.618394060710994,51.3
0.8835140045851801,13.60871392645305,62.1
0.7132578365324775,13.608312677364635,51.3
0.8271713246231798,13.610770328031162,38.1
1.0395791584088556,13.67241221923849,57.9
0.8007006130533654,13.618394060710994,48.9
0.7763100231583451,13.621503741146189,57.9
0.6890503632303933,13.656763504790412,44.7
0.8578047712178858,13.658218032735906,64.5
0.8325508606207705,13.649189928246631,42.3
1.2338719780803302,13.65731522228698,51.3
0.7262255054882161,13.662782241116595,71.1
0.7013149654858353,13.657816783647494,51.3
0.6827007391223816,13.660525214994276,55.5
0.6573181420099132,13.630331221091256,44.7
0.9400263207365924,13.648989303702423,51.3
1.123102020351297,13.696938569767688,57.9
0.6883173767983948,13.644124158505427,62.1
0.6954015788132182,13.686606405741072,57.9
0.8140772747492093,13.711634317630784,51.3
0.7448206796920402,13.65044383164792,51.3
0.7832570963100238,13.65405507344363,68.7
1.278596051417523,13.671960814014026,51.3
0.7388391459113848,13.674619089224755,51.3
